Date,Elevation (feet), , , , , , , , , ,
01-Mar-2015,7151.69, , , , , , , , , ,
01-Apr-2015,7150.61, , , , , , , , , ,
01-May-2015,7153.24, , , , , , , , , ,
01-Jun-2015,7154.42, , , , , , , , , ,
01-Jul-2015,7154.93, , , , , , , , , ,
01-Aug-2015,7153.74, , , , , , , , , ,
01-Sep-2015,7143.98, , , , , , , , , ,
01-Oct-2015,7135.56, , , , , , , , , ,
01-Nov-2015,7133.97, , , , , , , , , ,
01-Dec-2015,7154.01, , , , , , , , , ,
01-Jan-2016,7150.69, , , , , , , , , ,
01-Feb-2016,7148.82, , , , , , , , , ,
01-Mar-2016,7152.74, , , , , , , , , ,
01-Apr-2016,7152.57, , , , , , , , , ,
01-May-2016,7136.53, , , , , , , , , ,
01-Jun-2016,7152.31, , , , , , , , , ,
01-Jul-2016,7153.43, , , , , , , , , ,
01-Aug-2016,7153.88, , , , , , , , , ,
01-Sep-2016,7150.03, , , , , , , , , ,
01-Oct-2016,7146.55, , , , , , , , , ,
01-Nov-2016,7147.39, , , , , , , , , ,
01-Dec-2016,7150.44, , , , , , , , , ,
01-Jan-2017,7153.75, , , , , , , , , ,
01-Feb-2017,7140.48, , , , , , , , , ,
01-Mar-2017,7148.96, , , , , , , , , ,
01-Apr-2017,7149.64, , , , , , , , , ,
01-May-2017,7149.70, , , , , , , , , ,
01-Jun-2017,7151.34, , , , , , , , , ,
01-Jul-2017,7155.13, , , , , , , , , ,
01-Aug-2017,7152.68, , , , , , , , , ,
01-Sep-2017,7155.62, , , , , , , , , ,
01-Oct-2017,7153.17, , , , , , , , , ,
01-Nov-2017,7152.45, , , , , , , , , ,
01-Dec-2017,7152.45, , , , , , , , , ,
01-Jan-2018,7150.65, , , , , , , , , ,
01-Feb-2018,7149.19, , , , , , , , , ,
01-Mar-2018,7143.05, , , , , , , , , ,
01-Apr-2018,7154.30, , , , , , , , , ,
01-May-2018,7153.76, , , , , , , , , ,
01-Jun-2018,7154.16, , , , , , , , , ,
01-Jul-2018,7155.49, , , , , , , , , ,
01-Aug-2018,7153.96, , , , , , , , , ,
01-Sep-2018,7135.77, , , , , , , , , ,
01-Oct-2018,7136.92, , , , , , , , , ,
01-Nov-2018,7143.47, , , , , , , , , ,
01-Dec-2018,7147.95, , , , , , , , , ,
01-Jan-2019,7147.00, , , , , , , , , ,
01-Feb-2019,7147.57, , , , , , , , , ,
01-Mar-2019,7146.90, , , , , , , , , ,
01-Apr-2019,7155.16, , , , , , , , , ,
01-May-2019,7154.68, , , , , , , , , ,
01-Jun-2019,7155.10, , , , , , , , , ,
01-Jul-2019,7154.18, , , , , , , , , ,
01-Aug-2019,7153.99, , , , , , , , , ,
01-Sep-2019,7151.09, , , , , , , , , ,
01-Oct-2019,7147.86, , , , , , , , , ,
01-Nov-2019,7148.85, , , , , , , , , ,
01-Dec-2019,7149.10, , , , , , , , , ,
01-Jan-2020,7147.47, , , , , , , , , ,
01-Feb-2020,7147.88, , , , , , , , , ,
01-Mar-2020,7145.65, , , , , , , , , ,
01-Apr-2020,7147.10, , , , , , , , , ,
01-May-2020,7146.72, , , , , , , , , ,
01-Jun-2020,7152.13, , , , , , , , , ,
01-Jul-2020,7152.06, , , , , , , , , ,
01-Aug-2020,7151.26, , , , , , , , , ,
01-Sep-2020,7149.87, , , , , , , , , ,
01-Oct-2020,7151.06, , , , , , , , , ,
01-Nov-2020,7147.26, , , , , , , , , ,
01-Dec-2020,7148.38, , , , , , , , , ,
01-Jan-2021,7145.78, , , , , , , , , ,
01-Feb-2021,7146.38, , , , , , , , , ,
01-Mar-2021,7143.99, , , , , , , , , ,
01-Apr-2021,7141.50, , , , , , , , , ,
01-May-2021,7155.08, , , , , , , , , ,
01-Jun-2021,7150.02, , , , , , , , , ,
01-Jul-2021,7152.51, , , , , , , , , ,
01-Aug-2021,7150.92, , , , , , , , , ,
01-Sep-2021,7152.50, , , , , , , , , ,
01-Oct-2021,7149.67, , , , , , , , , ,
01-Nov-2021,7151.77, , , , , , , , , ,
01-Dec-2021,7145.62, , , , , , , , , ,
01-Jan-2022,7144.25, , , , , , , , , ,
01-Feb-2022,7145.30, , , , , , , , , ,
01-Mar-2022,7149.87, , , , , , , , , ,
01-Apr-2022,7153.31, , , , , , , , , ,
01-May-2022,7152.08, , , , , , , , , ,
01-Jun-2022,7150.86, , , , , , , , , ,
01-Jul-2022,7152.31, , , , , , , , , ,
01-Aug-2022,7152.25, , , , , , , , , ,
01-Sep-2022,7157.81, , , , , , , , , ,
01-Oct-2022,7156.10, , , , , , , , , ,
01-Nov-2022,7143.98, , , , , , , , , ,
01-Dec-2022,7141.82, , , , , , , , , ,
01-Jan-2023,7144.03, , , , , , , , , ,
